category,number of tokens,number of words without punctuation,number of types,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,document_score,document_magnitude,EVENT,LOCATION,ORGANIZATION,PERSON,classification
politica,936,821,425,6,120,5,227,36,29,24,0,1,41,3.59375,4005,25.6562,4.8782,0.0,0.0,6.800000190734862,0.004047433003926506,0.006196617913831558,0.0049458465528795905,0.004465179460798847,TRUE
politica,1216,1083,561,8,156,1,312,62,46,14,0,0,77,3.325,5171,27.075,4.7747,0.00554017,-0.10000000149011612,10.199999809265137,0.002551923701239209,0.004230115911923349,0.003956656570413283,0.003617790673570839,TRUE
politica,191,162,113,8,31,3,49,4,2,3,0,0,10,2.9,824,16.2,5.08642,0.0,0.0,0.8000000119209291,0.02837524632923305,0.015641633421182632,0.01631079547639404,0.020083183991826244,FAKE
sociedade_cotidiano,525,468,239,0,89,2,131,7,22,14,2,0,39,2.28,2284,18.72,4.88034,0.00213675,0.0,4.5,0.008372967565347526,0.0031255320645868787,0.008233439727601679,0.010641300404030416,TRUE
politica,101,89,71,2,13,3,20,5,4,2,0,0,6,2.4,389,17.8,4.37079,0.011236,-0.4000000059604645,1.7999999523162842,0.0378810241818428,0.045341458171606064,0.05145269725471735,0.05469355313107371,FAKE
sociedade_cotidiano,204,184,124,7,25,0,53,14,8,2,0,0,7,2.0,849,18.4,4.61413,0.0,0.0,1.7000000476837158,0.011781170032918451,0.01951329192767541,0.014017627807334064,0.017691459972411394,FAKE
sociedade_cotidiano,792,692,347,1,107,4,203,43,27,16,0,0,56,3.33333,3490,23.0667,5.04335,0.00144509,0.0,5.9000000953674325,0.00597124541644007,0.006670465659616249,0.004685051079529027,0.0058476773397573715,TRUE
politica,297,257,170,0,43,0,69,18,21,6,0,0,22,3.07692,1286,19.7692,5.00389,0.0,0.0,3.5,0.013563616718682978,0.020953627458463117,0.008747566336145004,0.016450487288900396,FAKE
politica,853,764,309,2,140,10,183,30,45,26,0,3,69,2.54286,3611,21.8286,4.72644,0.0,0.0,8.800000190734863,0.005530568868853152,0.004726663435576485,0.006009357802880307,0.007952273603922758,TRUE
sociedade_cotidiano,98,87,69,0,10,2,26,10,3,2,0,0,1,2.2,449,17.4,5.16092,0.0,0.20000000298023224,0.8999999761581421,0.034626899287104614,0.0498153418302536,0.04818815272301436,0.024202080443501472,FAKE
tv_celebridades,218,187,126,1,37,0,46,10,11,3,1,0,15,2.81818,908,17.0,4.85562,0.00534759,0.0,1.7000000476837158,0.015738826910299913,0.014640909153968098,0.024772297590971003,0.026253346043328445,FAKE
politica,103,95,69,1,19,2,30,2,5,4,0,0,11,2.0,491,23.75,5.1684199999999985,0.0105263,0.0,0.20000000298023224,0.0534294068813324,0.02818786725401878,0.02290080301463604,0.03879534527659416,FAKE
politica,166,119,81,3,13,0,31,9,0,2,0,0,3,4.27273,465,10.8182,3.90756,0.0,0.0,0.6000000238418579,,0.02263782274993983,0.035893335239961736,0.043634199537336826,FAKE
politica,150,136,89,2,25,0,43,4,5,3,0,0,9,1.55556,663,15.1111,4.875,0.0,0.0,1.7000000476837158,0.017552298493683338,0.02134260255843401,0.01299114804714918,0.023554459480302683,FAKE
politica,141,118,86,2,18,1,42,2,3,1,0,0,3,2.55556,627,13.1111,5.31356,0.0,0.0,1.100000023841858,0.03127268562093377,,0.028848755732178686,0.02264001581352204,FAKE
politica,237,189,126,8,24,0,54,8,13,2,0,0,7,3.0,849,11.8125,4.49206,0.00529101,0.10000000149011612,3.0,0.012727643363177776,0.01557130552828312,0.030954566887683336,0.025739199999305937,FAKE
politica,106,98,71,0,14,0,31,4,4,0,0,0,2,1.0,482,12.25,4.91837,0.0102041,0.10000000149011612,1.0,0.027125817723572254,0.028096279129385948,0.021277785301208496,0.03340537222818686,FAKE
politica,1021,913,493,6,117,1,279,39,25,15,0,0,27,2.20408,4319,18.6327,4.73056,0.00438116,0.10000000149011612,9.5,0.004830327006574306,0.003962115683437636,0.0036066338582190147,0.003690779027529061,TRUE
politica,240,205,132,5,42,1,55,10,10,8,0,0,12,2.5,947,14.6429,4.61951,0.0,0.0,2.0999999046325684,0.012629911436566284,0.0103156678378582,0.012303081961969534,0.01850345300940367,FAKE
tv_celebridades,145,113,84,2,19,0,38,9,2,3,2,0,3,4.0,589,14.125,5.21239,0.0176991,0.0,2.5999999046325684,0.03541001584380865,0.024771518632769586,0.015889606128136318,0.02897187213723858,FAKE
politica,1066,929,386,2,142,4,270,34,36,14,3,0,50,3.2619,4728,22.119,5.08934,0.00215285,0.10000000149011612,7.699999809265138,0.0023882166933617555,0.0017109885005853493,0.004624785092245374,0.004838173554855443,TRUE
tv_celebridades,169,146,86,0,38,0,40,7,9,9,0,0,3,1.76923,720,11.2308,4.93151,0.00684932,0.0,2.5999999046325684,0.012312636710703371,0.013058111071586607,0.013673238456249235,0.029922127847870187,FAKE
politica,2569,2305,912,38,250,7,708,126,61,30,4,0,92,3.14286,12427,27.4405,5.39132,0.00303688,0.0,14.100000381469727,0.0016490815265569835,0.0012845741972948115,0.0019590456052659038,0.0020756295334751814,TRUE
tv_celebridades,367,310,190,1,51,2,89,11,13,2,0,0,25,4.75,1451,25.8333,4.68064,0.0,-0.10000000149011612,4.0,0.00500355614349246,0.005052314605563879,0.013878848546972642,0.010477387176995926,FAKE
sociedade_cotidiano,986,851,401,7,123,1,274,44,29,9,1,0,42,2.7,4219,17.02,4.9577,0.0,0.0,8.899999618530273,0.004259083255116518,0.003181683532893658,0.005496136755460786,0.004597308410500938,TRUE
politica,249,211,131,0,32,2,69,10,11,5,0,0,10,2.23529,1026,12.4118,4.86256,0.0,0.0,1.100000023841858,0.007521519670262933,0.010125468252226709,0.00882159813772887,0.014601806563365719,FAKE
politica,2109,1843,735,30,297,9,567,103,64,56,0,0,53,2.77083,9103,19.1979,4.93923,0.000542594,0.0,17.0,0.001853735020267777,0.001313525540754199,0.0016804562299512324,0.002724807321404417,TRUE
sociedade_cotidiano,153,137,96,1,25,1,41,9,4,6,0,0,8,1.6,653,13.7,4.76642,0.0,-0.10000000149011612,2.0999999046325684,0.02593240002170205,0.01882725208997726,0.025039960630238056,0.03086022652375201,FAKE
politica,263,230,144,10,37,0,69,4,8,5,0,0,7,2.53846,1168,17.6923,5.07826,0.0,0.0,2.0999999046325684,0.012341580198456844,0.007035959977656603,0.012191438989248128,0.02142923798125524,FAKE
politica,748,668,344,10,98,3,190,29,33,10,1,0,36,2.0,3073,16.7,4.6003,0.0,0.30000001192092896,14.699999809265135,0.004674655815156607,0.0111911563295871,0.005816621720441617,0.0043483943192531216,TRUE
tv_celebridades,706,612,347,4,79,3,191,33,23,8,1,0,27,3.13333,2913,20.4,4.7598,0.00163399,0.0,6.199999809265138,0.0068338360637426356,0.0034381756122456864,0.002782675301811348,0.005861931893627579,TRUE
sociedade_cotidiano,2036,1774,854,19,234,12,539,102,65,29,1,0,101,3.85294,8710,26.0882,4.90981,0.00732807,0.0,17.0,0.0017650513179065226,0.0011528695705981756,0.001678074963445611,0.0016442691769123405,TRUE
politica,700,623,366,16,102,4,190,13,30,13,0,0,42,1.6383,2931,13.2553,4.70465,0.00160514,0.10000000149011612,10.0,0.006165003559241693,0.0025400457670912147,0.0050208079279400394,0.005547491137015944,TRUE
politica,275,244,147,0,40,2,76,11,11,4,1,0,14,1.9375,1190,15.25,4.87705,0.0,0.10000000149011612,2.200000047683716,0.00682646951948603,0.0055934423580765716,0.0054165826489528035,0.01540056046098471,FAKE
politica,1772,1554,583,14,252,7,437,56,71,43,11,5,116,2.69136,7374,19.1852,4.74517,0.0019305,0.0,14.699999809265135,0.0015617586230666982,0.002276922619092234,0.002525891103963975,0.003343836962298121,TRUE
politica,636,587,289,2,79,4,197,17,20,10,0,0,25,2.33333,2757,27.9524,4.69676,0.0,0.0,3.9000000953674316,0.005419104883912951,0.00394166160064439,0.005240231420611962,0.006517107705197607,TRUE
sociedade_cotidiano,1458,1262,536,5,195,1,346,61,57,27,1,3,77,2.68493,5866,17.2877,4.64818,0.0,0.0,14.0,0.0041678038884556895,0.0035822865283989813,0.0015443313750438392,0.0035623255377710866,TRUE
tv_celebridades,1252,1083,510,6,152,5,294,71,42,16,2,2,79,3.07273,5253,19.6909,4.85042,0.00184672,0.10000000149011612,13.399999618530273,0.003735147472921639,0.003665299406275153,0.0015716400562918616,0.004256435214612586,TRUE
politica,834,735,363,15,120,6,210,36,24,15,0,0,37,2.67568,3592,19.8649,4.88707,0.00136054,0.0,7.900000095367432,0.006210461808368564,0.003522996581159532,0.006055260826226162,0.005441655666800216,TRUE
tv_celebridades,151,135,82,0,22,1,39,4,14,6,0,0,5,2.0,615,16.875,4.55556,0.0148148,0.0,1.100000023841858,0.034825455863028765,0.02884558743486802,0.014919852465391159,0.0282220168155618,FAKE
politica,574,474,278,4,79,3,140,23,25,8,3,0,26,3.5714300000000003,2156,16.9286,4.54852,0.0147679,0.0,6.599999904632568,0.005728647866121986,0.005741869565099478,0.012219385321562493,0.005634162846642236,FAKE
politica,163,139,95,4,22,0,45,3,5,3,0,0,8,2.4,658,13.9,4.73381,0.00719424,0.20000000298023224,2.799999952316284,0.0244328579865396,0.008457513526082039,0.020823032362386584,0.022006359696388245,FAKE
politica,228,203,117,1,22,0,62,21,5,4,0,0,3,2.77778,1031,22.5556,5.07882,0.0,0.0,1.7999999523162842,0.018233484854655608,0.008379660236338774,0.01639791135676205,0.02240559714846313,FAKE
politica,938,831,419,13,131,5,234,48,32,12,4,4,71,2.97222,4036,23.0833,4.8568,0.0,0.0,8.199999809265138,0.002724274487263756,0.0037756333994265227,0.0034783633392570274,0.005904543836011874,TRUE
ciencia_tecnologia,232,206,135,0,38,4,54,10,7,6,0,0,7,1.85714,1009,14.7143,4.89806,0.0145631,-0.10000000149011612,2.0,0.02215547347441316,0.026527076493948698,0.013616172453531852,0.02439602396704934,FAKE
politica,577,512,262,3,84,0,152,29,15,13,4,0,27,1.91176,2602,15.0588,5.0820300000000005,0.00195312,0.10000000149011612,8.399999618530272,0.007181420133659436,0.004813912033569068,0.004714052472263574,0.009109499220571974,TRUE
politica,173,143,94,5,25,0,47,5,7,0,0,0,6,3.33333,678,15.8889,4.74126,0.0,-0.10000000149011612,3.2000000476837163,0.021580982580780984,0.01850780658423901,0.02315260283648968,0.02676608985556024,FAKE
politica,187,161,112,2,29,0,42,9,5,4,0,0,16,2.6,772,16.1,4.7950300000000015,0.0,-0.30000001192092896,2.700000047683716,0.017196751199662685,0.02317895913230521,0.014613703203698003,0.0268302344215604,FAKE
politica,284,250,167,8,39,1,79,9,7,4,0,0,16,3.09091,1263,22.7273,5.052,0.024,0.0,2.5,0.00859455787576735,0.012376144528388977,0.015000906434248796,0.01380425007440723,FAKE
tv_celebridades,1310,1105,503,10,167,2,352,55,36,18,3,2,53,3.41667,5534,18.4167,5.00814,0.000904977,0.10000000149011612,13.100000381469727,0.0027240512406154138,0.0025643376057915804,0.005072716131425378,0.0036012574702525804,TRUE
sociedade_cotidiano,522,456,245,8,59,2,133,21,27,9,0,0,25,3.4736800000000003,2401,24.0,5.26535,0.0,0.0,4.0,0.007316361121074467,0.008718580938875675,0.010419758269563316,0.003345557787854757,TRUE
politica,142,122,86,0,17,1,33,5,10,2,0,0,4,2.85714,577,17.4286,4.7295099999999985,0.00819672,-0.10000000149011612,1.399999976158142,0.02066749380901456,0.020610015839338303,0.034590601144979395,0.03477273780542115,FAKE
tv_celebridades,1508,1313,567,30,240,8,384,33,57,35,1,1,54,2.78571,6317,18.7571,4.81112,0.00304646,0.0,11.199999809265137,0.0022758449169082776,0.0031712991491842425,0.001982251381329996,0.003088142714025735,TRUE
politica,161,143,101,1,20,1,48,9,2,2,1,0,8,3.0,762,23.8333,5.32867,0.013986000000000002,0.0,1.0,0.01777636259794235,0.02171235205605626,0.009977588430047035,0.0283513473203549,FAKE
politica,1744,1532,658,42,200,9,448,63,63,26,1,0,100,3.65517,7608,26.4138,4.96606,0.000652742,0.0,10.600000381469727,0.0023829344478953213,0.0025502842268906533,0.003192278541973792,0.002791626246762461,TRUE
politica,504,449,241,24,59,2,142,21,14,9,0,0,15,3.4375,2202,28.0625,4.90423,0.00442478,0.0,2.9000000953674316,0.0061334346313602645,0.0069901653041597464,0.010902136210352182,0.0051565887912621965,FAKE
tv_celebridades,710,606,370,7,94,2,176,45,26,15,0,0,33,2.73684,2911,15.9474,4.80363,0.00495049,0.10000000149011612,8.100000381469728,0.0063520838092598645,0.005352036503609271,0.006122816250556045,0.006422362711399478,TRUE
politica,272,218,142,1,34,0,65,9,11,4,1,0,14,1.74194,998,7.032260000000001,4.57798,0.0,0.0,2.799999952316284,0.030066402861848474,0.010514243402414851,0.0283452020958066,0.021485686937177725,FAKE
sociedade_cotidiano,899,793,379,11,101,2,233,47,29,9,0,1,25,2.78947,3790,20.8684,4.7793199999999985,0.00126103,0.0,7.599999904632567,0.004355153349159217,0.006549715038595928,0.004526251106290147,0.0030236597414369936,TRUE
politica,249,226,136,15,23,1,76,9,3,2,0,0,7,1.4375,1047,14.125,4.63274,0.0,0.20000000298023224,2.200000047683716,0.014326480362797156,0.021165960157910984,0.015151769000416,0.008158835271994272,FAKE
politica,150,131,94,2,14,0,40,9,4,2,0,0,6,2.375,621,16.375,4.74046,0.0,0.20000000298023224,1.7999999523162842,0.03863514866679907,0.02184745835672532,0.013518601190298796,0.02948161480682237,FAKE
politica,151,128,88,8,27,1,37,7,4,5,0,0,4,3.28571,615,18.2857,4.80469,0.0,0.0,2.0999999046325684,0.030537474434822794,0.016059696674346924,0.04256670815604074,0.02257251786068082,FAKE
sociedade_cotidiano,1044,919,455,2,114,2,264,55,29,19,1,0,46,3.20513,4373,23.5641,4.7584300000000015,0.00108814,0.0,5.9000000953674325,0.0038388691978847107,0.005680616376256304,0.0029577941796129666,0.004737117412207904,TRUE
politica,249,219,138,1,39,5,65,9,12,6,0,0,12,2.5,1070,18.25,4.88584,0.0,0.0,1.7999999523162842,0.017630396814395984,0.00976566318422556,0.013854605456193287,0.024635405486656558,FAKE
ciencia_tecnologia,804,710,410,4,101,6,234,41,23,18,0,0,20,2.68571,3435,20.2857,4.838030000000002,0.00422535,0.20000000298023224,8.300000190734862,0.004605169612914324,0.004397552739828825,0.005968576471786946,0.004115598983880061,TRUE
tv_celebridades,185,158,107,0,39,0,42,3,6,9,0,1,7,2.45455,749,14.3636,4.74051,0.00632911,0.0,1.7000000476837158,0.03828026434140546,,0.017715364694595337,0.015874278793732325,FAKE
sociedade_cotidiano,102,92,69,0,18,0,28,2,1,2,0,0,8,2.0,452,18.4,4.9130400000000005,0.0,0.0,1.7999999523162842,0.021926283836364743,0.02741790376603604,0.047985220327973366,0.04156177982010625,FAKE
politica,99,80,58,1,19,3,19,4,5,2,3,0,8,2.375,381,10.0,4.7625,0.0,0.0,1.7999999523162842,0.037304237484931946,0.024919589981436733,0.03990889340639114,0.10410009976476432,FAKE
tv_celebridades,132,113,80,1,18,0,31,3,7,3,6,0,13,2.71429,520,16.1429,4.60177,0.0,0.10000000149011612,2.5,0.03779948726296425,0.018964839167892933,0.017297801251212757,0.0306570508771322,FAKE
politica,886,770,347,25,103,10,229,47,32,17,0,1,36,2.9,3831,19.25,4.97532,0.0025974,0.20000000298023224,9.199999809265137,0.003991858597146347,0.001998571950631837,0.007071453505195676,0.0036146106398923118,TRUE
politica,206,176,116,4,30,3,53,9,10,5,0,0,11,3.0,878,17.6,4.98864,0.0,-0.10000000149011612,2.5999999046325684,0.01737229684367776,0.02211029990576208,0.011741565008248602,0.02527298761362379,FAKE
sociedade_cotidiano,1124,971,505,14,101,1,306,49,15,11,0,0,36,3.1875,4670,20.2292,4.80947,0.0,0.20000000298023224,11.300000190734865,0.0037061797282207883,0.003255043122466773,0.002217987572829075,0.003502264666809317,TRUE
ciencia_tecnologia,1503,1294,557,6,157,3,349,94,74,20,0,2,98,3.60345,6036,22.3103,4.66461,0.000772798,0.10000000149011612,7.400000095367432,0.0028218494125587107,0.0026057272843900137,0.0020119052470280703,0.002215780936043105,TRUE
sociedade_cotidiano,1341,1188,588,16,181,9,311,81,53,26,1,0,109,3.64286,5990,28.2857,5.04209,0.0,0.0,12.100000381469727,0.003538886915791679,0.003241379681805318,0.004257029862716221,0.0030215986723002666,TRUE
sociedade_cotidiano,111,100,72,1,17,0,30,3,5,0,0,0,9,1.83333,471,16.6667,4.71,0.01,0.0,1.2000000476837158,0.047766822949051865,0.02055965763117586,,0.044174476992338896,FAKE
sociedade_cotidiano,548,509,287,4,74,7,141,45,14,10,0,0,20,2.05263,2518,26.7895,4.94695,0.00196464,0.10000000149011612,4.400000095367432,0.006932546207681298,0.008066975847921437,0.010374125300182236,0.006137452702122656,TRUE
politica,205,178,120,1,26,1,57,9,9,2,0,0,5,2.45455,904,16.1818,5.07865,0.0,0.0,1.2999999523162842,0.018063121630499758,0.00786137767136097,0.019880679342895745,0.01771936625242233,FAKE
politica,173,145,93,1,30,1,38,5,5,2,3,1,14,2.15385,699,11.1538,4.82069,0.0,0.0,0.5,0.04751348868012428,0.01523839635774493,0.01988905466472109,0.02969836571106785,FAKE
politica,225,190,128,2,44,1,50,13,7,12,0,0,8,2.69231,985,14.6154,5.18421,0.0,0.0,2.9000000953674316,0.015073191773678576,0.023207888007163998,0.0283537358045578,0.021914258366450667,FAKE
politica,92,80,56,4,12,0,30,2,5,2,0,0,4,1.5,405,10.0,5.0625,0.0125,0.20000000298023224,1.600000023841858,0.031409377977252004,0.018695520237088203,0.05701516134043535,0.03589015640318394,FAKE
religiao,888,751,362,6,131,6,212,31,33,31,2,1,29,3.60526,3499,19.7632,4.65912,0.00133156,0.0,6.5,0.006004365011904156,0.009051311993971469,0.0055027982937948154,0.005456486387023081,TRUE
politica,166,153,110,4,25,1,48,9,5,4,0,0,7,1.625,755,19.125,4.93464,0.0,0.0,1.2000000476837158,0.02250115219503641,,0.013309567794203758,0.03262459433504513,FAKE
politica,395,347,180,1,45,2,108,23,14,6,0,0,12,4.0,1711,28.9167,4.93084,0.0,0.0,2.5,0.00909318529172904,0.008609559775019685,0.009416923794726079,0.011767209158279002,FAKE
sociedade_cotidiano,474,419,221,8,56,0,122,31,12,9,0,0,13,3.23529,2081,24.6471,4.96659,0.00238663,0.0,3.0999999046325684,0.0060949349177203006,0.008563698525540531,0.012579282893883909,0.009096673278905013,TRUE
politica,256,217,137,1,37,5,63,13,8,7,3,1,17,2.78571,1017,15.5,4.6866400000000015,0.0,0.0,2.200000047683716,0.018221120738113918,0.011449920013546944,0.02140190070495009,0.022568433649010133,FAKE
tv_celebridades,2805,2360,862,14,402,9,675,99,145,38,8,0,172,2.81646,10951,14.9367,4.64025,0.00550847,0.10000000149011612,48.099998474121094,0.0014019654741748533,0.0010451319741640382,0.0016462627139005165,0.0012498398563828411,TRUE
tv_celebridades,2007,1721,688,38,262,9,487,119,98,32,1,2,109,3.14286,8275,18.9121,4.80825,0.0005810580000000001,0.0,23.10000038146973,0.0017807605075398207,0.002231163908382533,0.0021672267245995843,0.0028785207857643922,TRUE
tv_celebridades,847,747,362,14,102,1,231,31,28,15,0,0,35,3.125,3760,23.3438,5.03347,0.00267738,0.0,5.199999809265137,0.003746970931792425,0.0055090141896572365,0.005055496659379725,0.005204546866783251,TRUE
sociedade_cotidiano,333,286,174,12,53,3,78,17,17,6,0,1,22,3.13333,1420,19.0667,4.9650300000000005,0.0,0.0,1.8999999761581416,0.010729315690696241,0.01779008349403739,0.013164204002047578,0.013735851595321528,FAKE
tv_celebridades,1553,1349,610,8,254,4,337,47,94,32,8,1,109,2.45783,6071,16.253,4.500369999999998,0.0,0.20000000298023224,26.0,0.003235954988104779,0.004884620341754547,0.0016372188692912464,0.002518763580675503,TRUE
politica,536,448,237,4,78,2,142,12,20,11,0,0,35,3.25926,2141,16.5926,4.77902,0.0,0.0,4.5,0.006779946355770032,0.006376612000167371,0.00810214731080288,0.00726432980062734,TRUE
politica,154,132,82,2,18,1,41,3,3,2,0,0,1,2.75,618,16.5,4.68182,0.0,0.0,0.4000000059604645,0.022813977487385274,,0.022234095446765426,0.028933315165340905,FAKE
sociedade_cotidiano,771,678,360,8,111,3,193,50,32,13,0,1,36,3.3214300000000003,3356,24.2143,4.94985,0.00294985,-0.10000000149011612,5.400000095367432,0.006575674349442125,0.003579396801069379,0.005170135865531241,0.0057577770292902225,TRUE
sociedade_cotidiano,199,171,114,2,39,1,43,7,6,9,0,0,6,2.0,808,12.2143,4.72515,0.0116959,0.0,2.9000000953674316,0.015372823458164932,0.012586979661136866,0.020974212946991127,0.029249865406503282,FAKE
politica,187,165,106,4,39,5,40,6,8,9,0,0,5,2.2,764,16.5,4.6303,0.0181818,0.0,3.0999999046325684,0.019889576877984736,0.011833136901259422,0.01072734718521436,0.02510118277536498,FAKE
politica,1231,1082,396,22,102,11,343,72,15,17,0,0,21,1.63736,4958,11.8901,4.58225,0.000924214,0.20000000298023224,15.399999618530273,0.002427346133626997,0.001976488357423945,0.0031114158142978945,0.001628636172466466,TRUE
politica,159,127,87,3,31,3,30,8,2,5,1,0,11,2.66667,578,10.5833,4.55118,0.0,0.0,1.5,0.02053919496635596,0.046165072824805975,0.04419401163856188,0.0468859997474485,FAKE
politica,122,110,68,3,22,1,30,5,2,3,0,0,7,1.2,528,11.0,4.8,0.0,0.0,0.6000000238418579,0.02073855884373188,0.019799547269940376,0.08464524894952774,0.035785161557474306,FAKE
politica,197,171,112,2,30,0,45,10,16,3,0,0,15,1.85714,782,12.2143,4.5731,0.00584795,0.0,1.5,0.029750427896422994,0.01580718206241727,0.023637194031228617,0.01829098630696535,FAKE
tv_celebridades,1164,986,461,14,212,9,213,56,83,31,26,0,129,2.34211,4258,12.9737,4.31846,0.015213,0.10000000149011612,24.10000038146973,0.007882141042500734,0.002946934662759304,0.006521665871453782,0.004393785541261811,TRUE
tv_celebridades,1970,1771,660,16,237,6,531,84,83,28,0,0,85,2.84286,8979,25.3,5.07002,0.00169396,0.0,9.300000190734863,0.0017112357068120912,0.0011024334671674296,0.002324322428952049,0.002362412452467569,TRUE
politica,1276,1122,542,24,165,15,316,72,66,28,0,0,61,3.85,5732,28.05,5.10873,0.0026738000000000005,0.0,6.9000000953674325,0.0032043482317740835,0.00129169988213107,0.0028186706307854865,0.0034452425000684648,TRUE
sociedade_cotidiano,817,713,377,5,91,1,218,42,26,8,0,0,37,4.16,3509,28.52,4.92146,0.00140252,0.0,4.300000190734863,0.0039315279035900645,0.003876667824047415,0.0064656333454574146,0.007624151000496128,TRUE
politica,223,188,127,5,23,1,76,8,4,3,0,0,3,3.5,961,18.8,5.1117,0.0,0.10000000149011612,2.5999999046325684,0.012500701627383629,0.01929826180761059,0.015307138848584144,0.011778295082463459,FAKE
politica,161,137,91,4,21,1,42,5,3,3,0,0,2,2.4,620,13.7,4.52555,0.00729927,0.20000000298023224,2.700000047683716,0.02563800737261772,0.012695017270743849,0.013228168245404959,0.026474292483180763,FAKE
politica,601,521,279,21,65,2,168,24,15,10,0,0,20,4.0,2534,26.05,4.86372,0.0,0.0,2.299999952316284,0.004554499289952218,0.0048501837300136685,0.007210100768133999,0.007751348301429641,TRUE
tv_celebridades,194,162,108,0,27,0,47,5,9,2,3,0,14,2.4615400000000003,818,12.4615,5.04938,0.00617284,0.0,1.7000000476837158,0.014152365550398827,0.026309802196919918,0.013132166117429732,0.02698832478087682,FAKE
sociedade_cotidiano,297,259,134,2,36,0,74,18,12,2,0,0,5,3.45455,1338,23.5455,5.16602,0.0,0.10000000149011612,1.8999999761581416,0.016290581226348876,0.014262968108856253,0.017105035328616697,0.011395700741559269,TRUE
politica,187,153,102,7,13,0,55,1,13,1,0,0,7,4.85714,711,21.8571,4.64706,0.0,0.0,1.2000000476837158,0.023932600704332188,0.018103328300639987,0.01712234772276133,0.0167757054635634,FAKE
tv_celebridades,2916,2552,916,1,555,17,490,113,169,66,159,3,426,2.11628,11403,14.8372,4.46826,0.00117555,0.0,49.4000015258789,0.0021409681471793547,0.002875997427699351,0.0015802183728997733,0.002405310688118334,TRUE
politica,138,128,89,2,20,1,34,6,9,5,0,0,5,1.11111,575,14.2222,4.49219,0.0,0.0,1.399999976158142,0.020868077874183655,0.03474227680514256,0.04339551739394665,0.04085758980363608,FAKE
tv_celebridades,341,289,146,8,50,0,86,3,18,5,0,0,17,3.71429,1296,20.6429,4.4844300000000015,0.00346021,0.0,2.200000047683716,0.009672184882219879,,0.01490177861838178,0.014214178919792176,FAKE
sociedade_cotidiano,1396,1198,658,5,173,6,314,86,70,12,0,1,96,3.6,5660,21.7818,4.72454,0.0066778,0.0,12.5,0.0038740166799268788,0.0025807313187132504,0.004578851124582191,0.003043233745054088,TRUE
politica,485,397,227,7,78,4,112,15,27,4,2,0,29,2.04651,1861,9.23256,4.68766,0.00251889,0.0,5.699999809265138,0.006848480213772167,0.010185230348724872,0.010653477261907287,0.011748963068904621,FAKE
tv_celebridades,167,142,100,0,21,2,42,5,8,5,0,0,7,3.5714300000000003,652,20.2857,4.59155,0.0,-0.20000000298023224,1.7000000476837158,0.01779497042298317,0.029367376584559683,0.043209061647454895,0.02480622712108824,FAKE
politica,350,302,194,1,54,4,81,24,20,10,0,1,16,2.18182,1526,13.7273,5.052980000000002,0.00331126,-0.10000000149011612,3.2000000476837163,0.009184467373415828,0.015900847139871783,0.014806836402337802,0.015412884065881371,FAKE
politica,150,131,94,0,24,1,38,11,7,4,0,0,6,2.11111,679,14.5556,5.18321,0.0,-0.20000000298023224,3.299999952316284,0.02942264199789081,,0.0257371086627245,0.04397121910005808,FAKE
ciencia_tecnologia,1736,1575,760,7,213,6,475,114,55,23,0,1,72,2.55556,7895,25.0,5.0127,0.0126984,0.0,14.600000381469727,0.0022477980610861813,0.0017869770838712742,0.0016377066921753189,0.002016380851490617,TRUE
tv_celebridades,757,637,353,2,108,1,173,30,40,9,10,0,46,2.92683,2941,15.5366,4.61695,0.00784929,0.10000000149011612,12.300000190734865,0.006463043252006173,0.005566669077697125,0.0075733232661150405,0.0052272944965145824,TRUE
politica,233,200,135,0,33,0,58,14,10,2,0,0,9,2.0625,1046,12.5,5.23,0.0,0.20000000298023224,3.0,0.0226201843470335,0.012515910223803738,0.02351763844490052,0.02113966742420897,FAKE
tv_celebridades,1430,1191,485,5,195,12,349,60,47,19,0,2,75,4.05085,6059,20.1864,5.08732,0.0,0.0,11.800000190734865,0.0025474566172283045,0.0027026201714761555,0.004468072275868712,0.003706035289434257,TRUE
tv_celebridades,931,837,419,26,117,2,214,72,50,13,0,0,58,1.91837,3593,17.0816,4.29271,0.00119474,0.20000000298023224,15.600000381469727,0.005001576345724364,0.005412151128984988,0.002908852479707164,0.004081115627195686,TRUE
politica,3706,3161,1057,15,565,13,763,182,206,83,17,4,371,3.94928,14771,22.9058,4.67289,0.000949067,0.0,42.20000076293945,0.0012686821867799439,0.0012798175431431875,0.0009385864021059011,0.0012715212634737748,TRUE
politica,434,369,215,5,44,1,121,16,14,2,0,0,8,4.0625,1838,23.0625,4.9810300000000005,0.0,0.0,2.9000000953674316,0.008341238124384767,0.004569124022964388,0.006765392934903502,0.010661274049198257,TRUE
politica,205,185,128,1,40,1,47,6,6,8,0,0,12,1.81818,877,16.8182,4.74054,0.0,-0.10000000149011612,3.0,0.015467609899739426,0.01829603174701333,0.015735585242509842,0.024076469242572784,FAKE
politica,1407,1244,496,5,187,17,371,69,47,42,0,0,50,2.76271,6235,21.0847,5.01206,0.0,0.10000000149011612,10.0,0.00277694708312906,0.0014464234700426461,0.0028312460680563864,0.002929451665024093,TRUE
